,name,grupo,namespace
600,PES English,,luteranoconcordiasaoleopoldo
601,PES English,,volaresoledade
602,PES English,,cruzesouza
603,PES English,,uni
604,PES English,,santarosadelima
605,PES English,,nossasenhoradefatimapomerode
606,PES English,,global
607,PES English,,cetisa
608,PES English,,jesuscristorei
609,PES English,,casadoestudante
610,PES English,,apiceserra
611,PES English,,cecaf
612,PES English,,coracaodeestudante
613,PES English,,santacruzbelohorizonte
614,PES English,,bek
615,PES English,,nsradosantissimosacramento
616,PES English,,institutodombosco
617,PES English,,fabia
618,PES English,,interacaodemarilia
619,PES English,,mundocolorido
620,PES English,,oceupositivo
621,PES English,,multiplus
622,PES English,,queirozbrunelli
623,PES English,,sei
624,PES English,,fama
625,PES English,,educacaocriativa
626,PES English,,educacaocriativadavila
627,PES English,,nsradasgracas
628,PES English,,novomundo
629,PES English,,joaopauloii
630,PES English,,riachuelo
631,PES English,,centrormacabu
632,PES English,,ceportugal
633,PES English,,artedosaber
634,PES English,,crescer
635,PES English,,magnus
636,PES English,,triacao
637,PES English,,trevo
638,PES English,,centroeducacionaldepiraju
639,PES English,,sagradafamiliasalto
640,PES English,,cooperativadeensinosantarita
641,PES English,,alamo
642,PES English,,saojoseapucarana
